created_at,favorite_count,hashtags,id,in_reply_to_status_id,in_reply_to_user_id_str,reply_count,retweet_count,source,user_id_str,user_followers_count,user_friends_count,user_created_at,extracted_source
Mon Apr 20 20:21:09 +0000 2020,940,[],1252331493252308998,,,4542,7346,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",799238616262332416,29,187,Thu Nov 17 13:11:50 +0000 2016,Twitter Web App
Mon Apr 20 20:21:15 +0000 2020,2633,[],1252331515989688320,,,3220,2890,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1129794342502195201,64,86,Sat May 18 17:02:16 +0000 2019,Twitter for Android
Mon Apr 20 20:21:24 +0000 2020,6673,[],1252331552719228931,,,3727,493,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",4045014317,1540,2650,Mon Oct 26 08:47:06 +0000 2015,Twitter for Android
Mon Apr 20 20:21:24 +0000 2020,9309,[],1252331556636626945,,,1107,3633,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1161551282995388416,82,877,Wed Aug 14 08:13:01 +0000 2019,Twitter for Android
Mon Apr 20 20:21:26 +0000 2020,9204,"[TomandJerry, Corona, coronabangsat]",1252331563720663041,,,4101,6394,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",579193466,1045,840,Sun May 13 18:53:14 +0000 2012,Twitter Web App
Mon Apr 20 20:21:27 +0000 2020,7792,"[طبق_القدرات_للثانويه_ياريس, طبق_القدرات_للثانويه_ياريس, طبق_القدرات_للثانويه_ياريس]",1252331567596347393,,,7294,7496,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1236245009592180736,24,132,Sat Mar 07 10:59:24 +0000 2020,Twitter for Android
Mon Apr 20 20:21:27 +0000 2020,1598,[],1252331567600619522,,,2180,9444,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",592628275,1252,543,Mon May 28 11:01:44 +0000 2012,Twitter for iPhone
Mon Apr 20 20:21:30 +0000 2020,2956,[],1252331579390771200,,,5229,3686,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>",726161001742217217,1602,4305,Fri Apr 29 21:27:29 +0000 2016,Twitter for iPad
Mon Apr 20 20:21:36 +0000 2020,3149,[],1252331605059940352,,,1088,5001,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1247630258096017415,51,96,Tue Apr 07 21:00:27 +0000 2020,Twitter for iPhone
Mon Apr 20 20:21:39 +0000 2020,3318,[],1252331617990979585,,,1900,1822,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",2427693245,133,536,Fri Mar 21 21:24:54 +0000 2014,Twitter for iPhone
Mon Apr 20 20:21:39 +0000 2020,3340,[],1252331619647664130,,,673,9018,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",873107053,437,317,Thu Oct 11 06:18:45 +0000 2012,Twitter for iPhone
Mon Apr 20 20:21:40 +0000 2020,6605,[],1252331621161881603,,,2787,710,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",121234303,728,643,Mon Mar 08 21:38:27 +0000 2010,Twitter for iPhone
Mon Apr 20 20:21:40 +0000 2020,8515,[COVID19],1252331622227079168,1252328330386460678,1196689765396926465,5340,6878,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1196689765396926465,143,631,Tue Nov 19 07:21:07 +0000 2019,Twitter for Android
Mon Apr 20 20:21:44 +0000 2020,5841,[Covid19],1252331638727610368,,,3974,2346,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1248444716,75,140,Thu Mar 07 10:39:27 +0000 2013,Twitter for iPhone
Mon Apr 20 20:21:44 +0000 2020,2408,[],1252331640170348545,,,3911,7144,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",970283715388739584,2694,2285,Sun Mar 04 13:03:59 +0000 2018,Twitter for iPhone
Mon Apr 20 20:21:46 +0000 2020,6148,"[HappyHolidaze, happyholidays, Happy420, comedy, COVID19, coronavirus, corona, jokes, 2PointsBeyondPerfect]",1252331648462606336,,,8132,2276,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1053017782793715712,313,616,Thu Oct 18 20:19:38 +0000 2018,Twitter Web App
Mon Apr 20 20:21:49 +0000 2020,7798,[],1252331657929113601,,,3076,2863,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",2267676675,217,47,Tue Jan 07 21:48:22 +0000 2014,Twitter for iPhone
Mon Apr 20 20:21:53 +0000 2020,730,[],1252331675419381760,1252316881840635911,448259967,731,2590,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",772019482139111424,117,982,Sat Sep 03 10:32:42 +0000 2016,Twitter for Android
Mon Apr 20 20:21:57 +0000 2020,3114,[],1252331693391982596,,,6134,2118,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",957291829623373824,559,393,Sat Jan 27 16:38:52 +0000 2018,Twitter for Android
Mon Apr 20 20:21:57 +0000 2020,8358,[],1252331694285303808,,,4804,8333,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",269070012,375,448,Sun Mar 20 01:45:29 +0000 2011,Twitter for iPhone
Mon Apr 20 20:22:02 +0000 2020,1745,[Corona],1252331715185405952,,,2769,6574,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",140026735,2624,1088,Tue May 04 10:38:20 +0000 2010,Twitter for Android
Mon Apr 20 20:22:05 +0000 2020,8837,[],1252331727516839938,,,8878,9620,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",850815752819150848,54,63,Sat Apr 08 21:00:57 +0000 2017,Twitter for Android
Mon Apr 20 20:22:05 +0000 2020,1498,[],1252331728724623360,,,8376,5671,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1057093400359399424,37,99,Tue Oct 30 02:14:41 +0000 2018,Twitter for iPhone
Mon Apr 20 20:22:06 +0000 2020,229,[OilPrice],1252331730431873030,,,9192,9578,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1108500754174828545,15,154,Wed Mar 20 22:49:09 +0000 2019,Twitter for Android
Mon Apr 20 20:22:06 +0000 2020,3125,"[Islam, USA, UK, US, Europe, COVID, COVID19, Corona, COVIDー19, CoronaVirusUpdate, coronavirus]",1252331730519961601,,,5734,7965,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1194206610740195330,17,176,Tue Nov 12 10:53:56 +0000 2019,Twitter for iPhone
Mon Apr 20 20:22:12 +0000 2020,289,[],1252331757359243265,,,9481,2434,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",137650208,228,1069,Tue Apr 27 10:15:26 +0000 2010,Twitter for iPhone
Mon Apr 20 20:22:13 +0000 2020,3853,[],1252331759892643841,,,1829,3279,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1137240059269341184,19486,708,Sat Jun 08 06:08:53 +0000 2019,Twitter for iPhone
Mon Apr 20 20:22:13 +0000 2020,477,[],1252331761067048960,,,2815,9354,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1035839802082516992,116,529,Sat Sep 01 10:40:28 +0000 2018,Twitter for Android
Mon Apr 20 20:22:18 +0000 2020,9565,[],1252331782403493888,,,6675,3112,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1093226675733757952,149,217,Wed Feb 06 19:15:25 +0000 2019,Twitter for iPhone
Mon Apr 20 20:22:20 +0000 2020,5687,[],1252331787935776769,,,5881,1433,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",2541169422,5990,5905,Mon Jun 02 10:28:57 +0000 2014,Twitter for Android
Mon Apr 20 20:22:21 +0000 2020,3445,[],1252331793270870016,,,663,3632,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",514589571,179,131,Sun Mar 04 17:57:58 +0000 2012,Twitter for iPhone
Mon Apr 20 20:22:22 +0000 2020,6500,[],1252331799537016832,,,30,5451,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1240386811437998090,609,452,Wed Mar 18 21:17:24 +0000 2020,Twitter for iPhone
Mon Apr 20 20:22:28 +0000 2020,186,[],1252331822467424256,,,3205,4082,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",751377900037865472,3049,1618,Fri Jul 08 11:30:26 +0000 2016,Twitter for iPhone
Mon Apr 20 20:22:31 +0000 2020,1580,[],1252331834953928704,,,4331,3163,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",930341186,558,331,Tue Nov 06 19:07:28 +0000 2012,Twitter for iPhone
Mon Apr 20 20:22:35 +0000 2020,7528,[OilPrice],1252331854616764416,,,8394,4766,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Mobile Web (M2)</a>",3010498272,305,1174,Thu Feb 05 20:44:19 +0000 2015,Mobile Web (M2)
Mon Apr 20 20:22:38 +0000 2020,9653,[],1252331863181594624,,,4719,4734,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",53508253,748,261,Fri Jul 03 21:45:48 +0000 2009,Twitter for iPhone
Mon Apr 20 20:22:43 +0000 2020,9221,[],1252331884492861440,,,4402,9116,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",786591320,122,310,Tue Aug 28 09:12:11 +0000 2012,Twitter for iPhone
Mon Apr 20 20:22:44 +0000 2020,1614,[],1252331891530833923,1252271712462397443,376986007,1687,110,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",830864454384381952,1017,53,Sun Feb 12 19:41:37 +0000 2017,Twitter for Android
Mon Apr 20 20:22:44 +0000 2020,9514,[],1252331892059365383,,,4388,8392,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",836932779996819456,1298,4200,Wed Mar 01 13:34:59 +0000 2017,Twitter Web App
Mon Apr 20 20:22:46 +0000 2020,4028,[],1252331897914568706,,,2830,7915,"<a href=\"https://cheapbotsdonequick.com\" rel=\"nofollow\">Cheap Bots, Done Quick!</a>",867341491215183872,1066,946,Wed May 24 11:28:20 +0000 2017,"Cheap Bots, Done Quick!"
Mon Apr 20 20:22:46 +0000 2020,8607,[],1252331898522787846,,,6430,4989,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",334199724,506,339,Tue Jul 12 18:39:38 +0000 2011,Twitter for iPhone
Mon Apr 20 20:22:46 +0000 2020,9954,[],1252331899164508161,,,6347,3898,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",140631005,1097,838,Thu May 06 01:08:11 +0000 2010,Twitter for iPhone
Mon Apr 20 20:22:51 +0000 2020,1677,[],1252331918453956610,,,7681,8114,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1401082591,51,102,Sat May 04 00:41:05 +0000 2013,Twitter for Android
Mon Apr 20 20:22:51 +0000 2020,6408,[OilPrice],1252331919724904448,,,9753,2115,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1226210071853588480,77,186,Sat Feb 08 18:24:23 +0000 2020,Twitter for Android
Mon Apr 20 20:22:51 +0000 2020,4562,[],1252331921272713216,,,5590,6144,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",974443070115721218,4194,4188,Fri Mar 16 00:31:47 +0000 2018,Twitter for iPhone
Mon Apr 20 20:22:53 +0000 2020,9337,[],1252331928285413377,,,9914,7998,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",998382721851449344,989,1267,Mon May 21 01:59:24 +0000 2018,Twitter Web App
Mon Apr 20 20:22:54 +0000 2020,5253,[],1252331930886029314,,,3875,8168,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1178013411361349632,2,7,Sat Sep 28 18:27:51 +0000 2019,Twitter for iPhone
Mon Apr 20 20:22:54 +0000 2020,7846,[],1252331934178566145,,,8711,6748,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1157739546206855169,3,8,Sat Aug 03 19:46:32 +0000 2019,Twitter for iPhone
Mon Apr 20 20:22:56 +0000 2020,6641,[PyaarKarona],1252331939089932288,,,3158,4424,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1231153103346552832,39,18,Sat Feb 22 09:46:16 +0000 2020,Twitter for Android
Mon Apr 20 20:22:59 +0000 2020,7791,[],1252331951182221312,,,2374,2537,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",3931803672,363,195,Sun Oct 18 03:52:16 +0000 2015,Twitter for iPhone
Mon Apr 20 20:22:59 +0000 2020,7214,[],1252331951547199490,,,5260,3412,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",25469738,195,820,Fri Mar 20 06:03:57 +0000 2009,Twitter Web App
