user_id,prediction
850,"[ 260  527 2028  318  296  593   50  110 2997 2396 1197  589  541  924
 1213  923 1210    1 1214 1270  356 2324 1265 3578 1097] [0.46482638 0.34281173 0.29950437 0.2906286  0.26667383 0.24747439
 0.24090692 0.23946217 0.23797943 0.23253483 0.21952666 0.1950187
 0.190309   0.18781264 0.17871708 0.1705198  0.16047993 0.15969236
 0.15374705 0.15348035 0.14491494 0.13983293 0.13491282 0.13110569
 0.12918195]"
2012,"[2762 2028  110  318 2858 1214 1220   50  296  593 1240  608  527 1036
  858   32 1617 2997 1221 1307 3147 1213 2959 3471  293] [0.75537074 0.7136987  0.6485641  0.63276815 0.5347588  0.51991785
 0.40960407 0.38153753 0.37344822 0.37278122 0.3390812  0.30615413
 0.30318585 0.29824263 0.2835059  0.25773433 0.23950064 0.23656356
 0.23479791 0.2319529  0.22651531 0.19771883 0.19549175 0.18492927
 0.1758085 ]"
1511,"[1193  608 1230 2396  923 2997  908 1234 2858 1247  296 1206  593   50
  541 1213 2762  111 1136 1219  260 1233 1079 2599  318] [0.41303602 0.3629576  0.3447296  0.33697072 0.30339018 0.2847149
 0.27030873 0.26735398 0.26183474 0.2593001  0.25252283 0.22767594
 0.22316313 0.20935495 0.20424937 0.2032985  0.20279333 0.20278639
 0.20023482 0.19653043 0.19448875 0.18460323 0.17846008 0.17403851
 0.17369445]"
5846,"[ 858  527 2762  750 2396  296 2028 1221  924 1198 2571 1225 1617 1196
  110 1213  908 1234 1247 1206 1197  589 2324  904 1265] [0.35851496 0.33407718 0.26890168 0.25642273 0.23595142 0.23146269
 0.21098474 0.20760642 0.20396529 0.19753155 0.18639092 0.1711117
 0.16982087 0.16693842 0.16435978 0.16358933 0.16299495 0.1579749
 0.15250024 0.15052451 0.14707881 0.1356683  0.12587474 0.12228741
 0.12140203]"
4344,"[ 919 1204 1267  924 1234 1244  969 1219 1233 1304 2599  593 1235 2289
 2019 1250 1673 3114 1953 1299  745 1387 1269 1148 1961] [0.89723474 0.80920935 0.80081445 0.78894067 0.7366643  0.7282405
 0.6403908  0.61782295 0.61673045 0.59890205 0.59737265 0.5923104
 0.5771924  0.54880524 0.5131866  0.50590944 0.5026816  0.42078677
 0.40483403 0.384298   0.37917924 0.376167   0.37321413 0.3705117
 0.35528213]"
5570,"[2762 2028 2858    1   50  593 1270 2997 1136 1221 1617 3578 1193 2396
 2804   32 1222 2959 3147 2324  750 1089 1259   47 1225] [0.6544471  0.59560716 0.5009375  0.3953793  0.3704525  0.36917007
 0.32759866 0.2838182  0.28107056 0.27548558 0.26141718 0.2512607
 0.2431826  0.2311752  0.22340043 0.209699   0.20786947 0.19127811
 0.1912105  0.18743117 0.17697391 0.17125157 0.16319261 0.1618645
 0.16153112]"
2507,"[ 527 1230 1252 1267  924  923 1225 1206  903 2858 1219 1233 3504 1079
 1213  541 1207   34 2289 1276  920 2324 1673 1265 1394] [0.85425854 0.84991425 0.8403265  0.832988   0.8232072  0.8044443
 0.75004447 0.7164894  0.6834644  0.6760139  0.668867   0.66748613
 0.6579815  0.6531559  0.64915127 0.64321446 0.62066704 0.6113333
 0.6026686  0.5987018  0.56893474 0.5655484  0.5577537  0.5555635
 0.5244552 ]"
5903,"[2762 1196 1198  318 2858  110 1197  858  296  608  593   50 1214 1270
 2997  356 1221 1136 1193 1617  541 1220 1240 1291 2396] [0.3445577  0.30490983 0.27122667 0.25111672 0.23480296 0.22999519
 0.21696697 0.1717374  0.16369233 0.16093962 0.15602416 0.15560587
 0.1479565  0.12362985 0.11852495 0.11570828 0.11340081 0.11255015
 0.10542202 0.10388359 0.10141549 0.10028054 0.10009956 0.09937901
 0.09703503]"
554,"[ 260 1196 2028 1198  318 2571  110  858  527 1197  608  296  589   50
    1 2997 1210 1214 1221 1136 1270 2396 1617  541  356] [0.16611631 0.07477883 0.07475052 0.06917699 0.06558702 0.06471033
 0.05623743 0.05321018 0.05214366 0.05177608 0.04717954 0.04485678
 0.04181306 0.04135294 0.03464483 0.03353203 0.03340591 0.03340368
 0.03162651 0.03005443 0.02914508 0.02868868 0.02785769 0.02733696
 0.02715686]"
202,"[2762 2571 1197 1214   50  527 1240  858 1036 1200 2997 1221  541 1923
 2804  457 3147 1262 1213 1073 1089 2324 1259  293 3671] [0.81358904 0.74901253 0.7127853  0.60165536 0.49713847 0.4364223
 0.43355328 0.41822717 0.38713294 0.36923566 0.3505431  0.34628072
 0.3349251  0.3341732  0.33381903 0.31684792 0.30918288 0.29749894
 0.29691097 0.28664196 0.25497028 0.2504854  0.2480704  0.24400565
 0.24072497]"
4387,"[ 527  608 1193  318 1198 2571  750 2997 2396 1136  541  589 1213 1230
 1204 1252 1234    1 1214 1219  111 1304 1267 1208 3578] [0.37525877 0.33692414 0.3029115  0.29833937 0.28566426 0.27125102
 0.2660215  0.2623343  0.261898   0.21683076 0.20852357 0.19919376
 0.19723807 0.18635583 0.18204771 0.17953913 0.16816242 0.16188541
 0.15567002 0.15351856 0.14713661 0.14671202 0.14632645 0.14386342
 0.13880678]"
1820,"[ 260  527  608 2028 1198 2571  750  110 1197  924 1136  923 1213 1225
 1230 1204 1234 1247 1270 2324 1267  904 3578   34 1394] [0.46203658 0.38353577 0.34451085 0.30701116 0.2896417  0.27510434
 0.274278   0.24592164 0.22453797 0.22412877 0.22208852 0.2042527
 0.20246316 0.19628781 0.19312628 0.18863471 0.17391737 0.16798879
 0.16244255 0.15877847 0.15211494 0.14689769 0.14190598 0.14189525
 0.14089291]"
5082,"[ 858  912  527  919 1193  750  608  260  924  296 1252 2762  923 1221
  593  908   50 1234  318  541 1617 2028 1213 1198  111] [0.40407076 0.37833527 0.37112176 0.3522855  0.3347466  0.3212594
 0.32013637 0.2549488  0.25343755 0.23807964 0.23647106 0.2344592
 0.23132934 0.22745556 0.21356173 0.20439228 0.20280696 0.20001224
 0.19345513 0.18314691 0.18066615 0.17975019 0.17854829 0.16789977
 0.15877119]"
3827,"[1196 1198 1197  589    1 1214 1210 1220  356  527  608 1291 1240  858
 1097 1036 3578 1136 1200 2997 1221 2918  541 1222 2804] [0.7024697  0.6161854  0.55348885 0.46381232 0.43662268 0.43056008
 0.40818685 0.3264385  0.32000855 0.29258138 0.2899554  0.28608558
 0.2806152  0.27852893 0.24756391 0.24334718 0.24267355 0.23905358
 0.2313453  0.22277758 0.2191355  0.21158397 0.20966123 0.20828414
 0.20589978]"
5854,"[2028 2858 1196 1198  318  858  527  608 1197  296 1193 2997 1221  912
    1 1136 1210 1214  541  750 1270 1213  356  919  924] [0.2977835  0.28657335 0.2860196  0.28065202 0.27593338 0.26845342
 0.2609483  0.23795338 0.22115536 0.2194112  0.18395774 0.1794698
 0.16967866 0.16095291 0.1585422  0.15815543 0.15554035 0.15324494
 0.14729632 0.1464644  0.14157055 0.13526002 0.13317049 0.12407529
 0.12129137]"
