created_at,favorite_count,hashtags,id,in_reply_to_status_id,in_reply_to_user_id_str,reply_count,retweet_count,source,user_id_str,user_followers_count,user_friends_count,user_created_at,extracted_source
Mon Apr 20 20:21:07 +0000 2020,3799,[],1252331482598825986,,,8502,5879,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1179239384723251202,62,110,Wed Oct 02 03:39:38 +0000 2019,Twitter for Android
Mon Apr 20 20:21:08 +0000 2020,8050,[],1252331486621171718,,,6692,6414,"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>",1127282620541407232,154,174,Sat May 11 18:41:35 +0000 2019,IFTTT
Mon Apr 20 20:21:09 +0000 2020,7384,[],1252331491671113729,1252330843609194496,1076985938365026304,5215,2738,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1149336838403964929,490,1844,Thu Jul 11 15:17:10 +0000 2019,Twitter for Android
Mon Apr 20 20:21:12 +0000 2020,1764,[],1252331504463568896,,,8637,9328,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",780571522251366400,360,1871,Tue Sep 27 00:55:28 +0000 2016,Twitter Web App
Mon Apr 20 20:21:13 +0000 2020,5900,[],1252331510578974741,,,5962,1696,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",303541895,166,198,Mon May 23 01:58:25 +0000 2011,Twitter for iPhone
Mon Apr 20 20:21:17 +0000 2020,376,[tvlicence],1252331523338108929,,,6491,9465,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1234007328107700225,11,88,Sun Mar 01 06:47:42 +0000 2020,Twitter Web App
Mon Apr 20 20:21:21 +0000 2020,7186,[],1252331540140433410,,,1976,6919,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",2662929002,97,274,Sun Jul 20 12:54:34 +0000 2014,Twitter for Android
Mon Apr 20 20:21:21 +0000 2020,3522,[corona],1252331543755845633,,,1874,5440,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",788418918,493,428,Wed Aug 29 03:20:56 +0000 2012,Twitter for iPhone
Mon Apr 20 20:21:28 +0000 2020,2981,[],1252331571601903617,,,5150,5007,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1091876376049799169,1174,1240,Sun Feb 03 01:49:48 +0000 2019,Twitter for Android
Mon Apr 20 20:21:30 +0000 2020,5063,[],1252331579256553473,,,4424,2694,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",2724044019,1974,571,Fri Jul 25 11:29:45 +0000 2014,Twitter for iPhone
Mon Apr 20 20:21:31 +0000 2020,5858,[],1252331583916453888,,,649,8894,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",595612354,6083,3587,Thu May 31 16:14:51 +0000 2012,Twitter for iPhone
Mon Apr 20 20:21:32 +0000 2020,942,[],1252331586986676231,,,3001,8844,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",92017095,2506,3041,Mon Nov 23 13:20:36 +0000 2009,Twitter for Android
Mon Apr 20 20:21:33 +0000 2020,6293,[],1252331592040820741,,,7121,3692,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1250267340064706563,30,31,Wed Apr 15 03:39:18 +0000 2020,Twitter for Android
Mon Apr 20 20:21:33 +0000 2020,1770,[],1252331593240391680,1252331592242139139,854174377386037248,2833,1922,"<a href=\"https://www.locobuzz.com\" rel=\"nofollow\">LocoBuzz CX</a>",854174377386037248,1689,64,Tue Apr 18 03:26:56 +0000 2017,LocoBuzz CX
Mon Apr 20 20:21:37 +0000 2020,3947,[],1252331607714750465,,,1732,9105,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",525458985,551,13,Thu Mar 15 15:16:11 +0000 2012,Twitter for iPhone
Mon Apr 20 20:21:40 +0000 2020,8755,[],1252331621463842817,,,9783,3416,"<a href=\"http://Ghostzerotm.cf\" rel=\"nofollow\">Ghost Retweet Bot lol</a>",1006005146722144256,380,0,Mon Jun 11 02:48:12 +0000 2018,Ghost Retweet Bot lol
Mon Apr 20 20:21:43 +0000 2020,2780,[],1252331635875500032,,,1989,8733,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1240297873,932,869,Mon Mar 04 02:09:22 +0000 2013,Twitter for Android
Mon Apr 20 20:21:49 +0000 2020,4726,[],1252331657673216002,,,1073,3409,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",752231102572482560,29,82,Sun Jul 10 20:00:45 +0000 2016,Twitter for Android
Mon Apr 20 20:21:50 +0000 2020,6871,[],1252331662958092289,,,6082,6713,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",90393245,150,282,Mon Nov 16 13:31:50 +0000 2009,Twitter Web App
Mon Apr 20 20:21:50 +0000 2020,7011,"[DIY, facemask, corona, coronavirus, lockdown]",1252331664572809222,,,292,7881,"<a href=\"http://instagram.com\" rel=\"nofollow\">Instagram</a>",19361689,628,343,Thu Jan 22 21:12:30 +0000 2009,Instagram
Mon Apr 20 20:21:55 +0000 2020,6423,"[BREAKING, US, OilPrice]",1252331684315500546,,,3818,6113,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",3309250552,482,2879,Fri Jun 05 12:16:34 +0000 2015,Twitter for Android
Mon Apr 20 20:21:59 +0000 2020,751,[],1252331701105094658,,,1505,8033,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",853556774,155,135,Sat Sep 29 20:32:04 +0000 2012,Twitter for Android
Mon Apr 20 20:21:59 +0000 2020,5899,[],1252331701222735875,,,1411,1983,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1250207123184717824,5,43,Tue Apr 14 23:39:54 +0000 2020,Twitter Web App
Mon Apr 20 20:22:05 +0000 2020,8636,"[TomMalinowski, Corona]",1252331725356744705,,,3201,2371,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>",4897803268,39987,5263,Thu Feb 11 12:06:33 +0000 2016,Twitter for iPad
Mon Apr 20 20:22:05 +0000 2020,9987,[],1252331726212300802,,,9848,1101,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",228736760,2904,5000,Mon Dec 20 14:52:49 +0000 2010,Twitter for iPhone
Mon Apr 20 20:22:07 +0000 2020,6893,[],1252331733090959363,1252331100367663104,25073877,1290,3307,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1096041154217426945,3,185,Thu Feb 14 13:39:09 +0000 2019,Twitter Web App
Mon Apr 20 20:22:07 +0000 2020,9580,[],1252331733502091265,1252076936358223873,970522609866739712,4099,9151,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1051469195412742144,429,473,Sun Oct 14 13:46:06 +0000 2018,Twitter for iPhone
Mon Apr 20 20:22:17 +0000 2020,6538,[],1252331778066522119,1252309093064175619,2811559122,8274,327,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",491841869,8,34,Tue Feb 14 02:33:37 +0000 2012,Twitter Web App
Mon Apr 20 20:22:20 +0000 2020,4132,[],1252331791202967558,,,6332,1433,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",9934832,356,101,Sun Nov 04 09:30:43 +0000 2007,Twitter Web App
Mon Apr 20 20:22:22 +0000 2020,4036,[],1252331799226843143,,,7836,3189,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",945503801502519297,61,59,Tue Dec 26 03:57:27 +0000 2017,Twitter for iPhone
Mon Apr 20 20:22:28 +0000 2020,6275,[],1252331821250998272,,,4758,9908,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1139544038145527808,226,2207,Fri Jun 14 14:44:05 +0000 2019,Twitter for Android
Mon Apr 20 20:22:32 +0000 2020,2463,[],1252331840138022912,,,8577,2937,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1213706423260995587,526,398,Sun Jan 05 06:19:08 +0000 2020,Twitter Web App
Mon Apr 20 20:22:38 +0000 2020,390,[],1252331864746078208,,,2895,8974,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",876098049554173952,431,272,Sat Jun 17 15:23:46 +0000 2017,Twitter for iPhone
Mon Apr 20 20:22:40 +0000 2020,1134,[],1252331872086044673,,,1657,7955,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",981448062,354,345,Fri Nov 30 23:37:33 +0000 2012,Twitter for iPhone
Mon Apr 20 20:22:42 +0000 2020,1110,[],1252331882315997188,,,5581,6693,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",427462904,1834,1695,Sat Dec 03 15:18:54 +0000 2011,Twitter for iPhone
Mon Apr 20 20:22:48 +0000 2020,7886,[],1252331906039001089,,,5737,9005,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",843649576297021440,344,312,Mon Mar 20 02:25:08 +0000 2017,Twitter for iPhone
Mon Apr 20 20:22:49 +0000 2020,1273,[],1252331912351191040,,,1153,7917,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",2906388768,727,4993,Fri Nov 21 21:38:41 +0000 2014,Twitter Web App
Mon Apr 20 20:22:49 +0000 2020,542,[],1252331912649158658,,,1348,1731,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1201483253657604096,457,450,Mon Dec 02 12:48:41 +0000 2019,Twitter for Android
