user_id,prediction
850,1214 111 923 924 260 904 913 3471 1208 541 1953 2289 3363 2997 1080 1148 1304 1407 2599 34 2716 1954 589 3543 1294
2012,2174 2081 780 1282 1240 2105 316 1527 2355 1356 2080 551 1220 2640 1375 2985 1036 1372 2916 648 3552 110 2706 3421 1079
1511,260 908 1193 923 1247 608 593 318 541 1097 110 1219 1197 111 1234 2396 1233 356 1200 1136 296 1270 1230 2762 3471
5846,858 527 296 1213 1221 1617 2762 1247 750 908 924 2028 2396 1208 904 2599 1196 1225 1089 1206 1294 1358 1234 1214 1097
4344,1219 1266 924 1387 1080 2455 2289 1673 1267 2987 2716 1965 1953 2003 2288 1299 1250 1204 1960 1073 3386 1215 593 2890 1244
5570,1270 2000 2406 2028 1 593 2797 1136 50 2396 1617 1079 2353 1259 588 2858 2804 2762 3418 2001 1917 1722 2081 3361 2194
2507,2987 923 1252 1196 1079 541 1225 903 2289 588 2571 1394 1230 2064 1073 595 3424 34 1220 1267 924 3543 3504 1293 32
5903,1196 110 1240 1617 2762 1198 733 356 1573 3114 2355 3256 1200 648 3175 1370 593 541 34 316 1291 590 1608 32 1214
554,2997 2396 2599 2710 3408 2395 3081 3623 2355 3793 1127 2987 2028 3175 110 3114 2692 913 589 2571 3481 527 3052 1210 3147
202,1923 2762 3147 1784 1393 587 527 2000 1721 1036 457 780 380 223 1407 377 2571 2804 648 3499 858 2424 1259 3052 1197
4387,2396 2174 1198 2100 17 527 1 1219 318 1393 2406 539 2020 608 1721 1101 1207 2640 3396 2628 1569 2003 592 1193 1997
1820,608 2571 2028 260 110 1213 480 1089 1270 527 3421 2791 1136 3527 1198 1358 924 2529 47 1394 750 1294 1097 2599 1527
5082,912 1197 913 923 750 2571 1252 541 1094 260 908 2289 969 2028 527 2291 111 1193 1617 2692 1307 1079 924 1198 1183
3827,608 589 1580 1089 47 1213 733 2353 1356 1252 1653 527 1358 541 1266 2268 2763 1240 1372 1544 356 904 913 1127 1210
5854,3499 1214 380 1917 1370 457 733 2028 608 3081 2628 788 1265 356 1200 296 474 1 1240 3175 1748 1213 329 539 2706
38,597 356 11 2858 1265 920 2291 2762 1307 2706 912 1094 1197 3418 2081 1101 380 736 1210 1408 3255 2028 2683 593 919
1985,260 1200 457 1573 1376 1372 110 2105 3702 1917 3471 1270 1876 1653 1608 2762 1909 1748 10 1199 1552 2011 2763 1954 1320
1392,1196 2571 1387 480 1097 1304 296 1 1265 1291 1233 1704 1953 50 1225 1276 750 3256 1374 1674 1358 1201 1136 2396 2268
4626,1210 1036 318 1625 1307 1198 1358 357 1784 2391 2268 587 1704 1517 474 440 2321 1370 293 1653 2406 3552 648 1394 110
425,1270 2918 608 1617 1196 1079 1197 527 590 1968 1213 1307 2302 2804 1222 1784 2716 2797 457 3253 1961 1210 3255 1208 260
216,1294 3421 1234 2302 750 3471 1307 924 1252 1 1231 597 1262 919 1084 1221 904 2424 111 2011 1674 2150 1213 2174 2124
2857,3256 1129 316 1221 2058 1408 2455 50 2571 253 1219 1690 1876 2000 2023 1356 2002 1210 2871 1358 329 2160 2393 527 3082
3701,110 2571 589 260 318 1580 1240 593 2858 1197 3793 1617 2916 356 1265 3114 1704 1097 2396 1270 924 1356 2355 750 1250
548,1219 1258 2455 2762 1278 3753 2997 2657 3623 2617 1198 1136 2028 2599 593 260 1544 1259 551 2395 1193 2959 2396 1580 1200
889,2396 357 1230 1247 1225 1219 1307 1207 2858 2395 2067 480 2019 1199 1198 1272 2762 440 2366 2664 1639 1293 1673 2628 110
3517,1197 1196 2716 2174 1259 1394 1079 2804 2706 223 1265 1307 2000 3448 1198 1517 1291 3033 2406 2683 3671 2100 2001 592 260
5815,260 908 904 1584 2762 1527 2628 3702 1136 111 1617 2529 1356 593 1219 1127 858 1198 2985 1376 50 3175 1909 780 608
591,1617 296 260 904 908 1198 1221 1704 1097 750 920 1207 2396 919 1265 590 589 1214 150 1094 969 1961 1230 1089 1307
5595,1240 1127 1580 3527 2985 1036 3702 110 3175 1573 316 3703 3793 2529 1387 2716 2640 1222 1584 2455 1909 1370 1320 592 223
2941,260 2396 1270 595 1127 1198 1584 32 903 1073 1 1372 1617 780 1909 357 1035 2100 1265 1291 316 908 1653 910 2054
4728,1214 1240 356 2028 223 457 2762 480 1036 357 2706 3108 1721 21 3253 1258 2000 527 3255 1307 3471 592 1784 2406 2710
4117,2762 2028 6 780 733 3175 2997 1213 2706 1127 1356 1240 223 1210 1552 1909 858 1912 1036 110 1584 474 2700 2692 2617
4153,2028 733 1610 1608 34 110 2762 587 2012 1 2302 2321 316 11 2617 2396 2916 2355 1721 1527 1923 3175 788 367 1356
5226,1196 1214 457 2916 110 2028 1221 1291 3578 1220 1370 1197 1127 1573 3527 733 1374 349 2763 474 1101 380 541 2353 3703
4345,357 2918 1270 1674 3072 11 597 2243 2080 2248 1198 2671 1641 440 260 2791 34 1183 2302 1721 904 908 1193 2108 969
3539,1197 2571 32 2987 1285 1380 1307 1377 2100 2395 2011 539 543 555 3418 1215 904 1947 2997 2108 441 2706 1909 111 1912
500,2997 1 919 3481 3114 593 588 2028 2291 1136 595 1193 260 912 1265 2355 551 1230 3160 858 110 1259 3793 1617 920
3882,296 593 318 47 1094 858 527 590 2890 2997 34 3176 1183 111 2858 356 2324 1233 32 1193 1641 1222 457 1090 2599
2738,318 2858 590 608 2396 1721 1393 593 110 1784 356 1265 1358 357 1641 11 2997 1233 1584 1193 920 1225 39 1408 3897
3518,2396 357 2918 1197 1094 296 1393 1225 2289 1673 3160 2174 527 2321 3526 2804 1196 1288 32 2336 1961 1060 1148 2671 1247
2947,2858 2396 50 1617 1213 318 223 2289 2791 2692 1288 2324 1673 1094 1193 3160 25 111 1358 2918 34 858 2762 3052 2321
4502,1193 1225 1090 593 2028 1250 260 750 1252 1276 3363 2762 1294 2268 1242 3448 50 908 1234 1094 1089 1210 1968 1198 3421
156,2396 357 1265 1721 440 39 587 2762 920 1641 912 1784 2706 1094 1408 969 2321 736 1674 1304 457 3418 593 913 2406
4675,1265 2997 39 223 2395 541 2700 2599 3175 356 1 1097 1641 2797 1968 1307 1527 3108 1200 1923 1089 1748 1270 293 1215
673,3897 2997 2324 32 3408 1682 150 1230 3006 1225 25 2396 2599 923 1247 1358 1199 1393 2571 111 2028 2692 1207 1097 1784
5136,2028 1197 260 110 590 2628 2916 150 1721 539 1610 2797 2762 296 527 1 457 11 1356 1307 587 1517 2291 380 3448
