created_at,favorite_count,hashtags,id,in_reply_to_status_id,in_reply_to_user_id_str,reply_count,retweet_count,source,user_id_str,user_followers_count,user_friends_count,user_created_at,extracted_source
Mon Apr 20 20:21:07 +0000 2020,4827,[],1252331483378921473,,,9215,4015,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",889963092624515073,566,1122,Tue Jul 25 21:38:30 +0000 2017,Twitter for Android
Mon Apr 20 20:21:10 +0000 2020,9433,[],1252331493927587841,,,4058,9439,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",473902436,373,1067,Wed Jan 25 13:04:14 +0000 2012,Twitter for iPhone
Mon Apr 20 20:21:11 +0000 2020,7921,[],1252331500877557761,,,4869,7912,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>",707959452750761985,2626,4866,Thu Mar 10 16:01:01 +0000 2016,Twitter for iPad
Mon Apr 20 20:21:11 +0000 2020,8989,[],1252331500923740161,,,909,3197,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",70205610,1295,781,Sun Aug 30 20:25:15 +0000 2009,Twitter for iPhone
Mon Apr 20 20:21:11 +0000 2020,5017,[],1252331501938774016,,,7475,6336,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>",844585754655444996,7,113,Wed Mar 22 16:25:10 +0000 2017,Twitter Web Client
Mon Apr 20 20:21:12 +0000 2020,3362,[],1252331504337850368,,,3031,1779,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",774681533072470016,186,250,Sat Sep 10 18:50:45 +0000 2016,Twitter Web App
Mon Apr 20 20:21:13 +0000 2020,1495,[],1252331507886239748,,,9853,2084,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1159545886277591040,23,16,Thu Aug 08 19:24:17 +0000 2019,Twitter for iPhone
Mon Apr 20 20:21:13 +0000 2020,7429,[],1252331508909723648,,,9049,1126,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",822947526663958529,2273,2845,Sat Jan 21 23:22:34 +0000 2017,Twitter for iPhone
Mon Apr 20 20:21:13 +0000 2020,5438,[],1252331509320736768,,,6819,6685,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1251638127158005761,41,167,Sat Apr 18 22:26:09 +0000 2020,Twitter for Android
Mon Apr 20 20:21:17 +0000 2020,3164,[],1252331527381356545,,,6763,5557,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",744066104,1084,633,Wed Aug 08 00:31:31 +0000 2012,Twitter for iPhone
